Date,Dow,France,Germany,S&P 500,Hong Kong,NASDAQ,Korea,Japan,Shanghai,Philadelphia,Taiwan,Future,OpenChange,selfDef,kMeans
2014/10/15,-1.06,-1.79,-2.87,-0.81,0.4,-0.28,-0.17,0.92,0.6,0.48,-1.29,-1.11,-52.86,1,1
2014/10/16,-0.15,-0.37,0.13,0.01,-1.03,0.05,-0.37,-2.22,-0.72,1.49,-0.25,-0.25,55.02,3,3
2014/10/17,1.63,6.23,3.12,1.29,0.53,0.97,-0.95,-1.4,-0.65,0.81,-1.4,-1.48,104.2,4,4
2014/10/20,0.12,1.85,-1.5,0.91,0.2,1.35,1.55,3.98,0.66,1.53,1.77,1.91,13.18,0,0
2014/10/21,1.31,2.99,1.94,1.96,0.08,2.4,-0.77,-2.03,-0.72,3.61,-0.1,-0.28,90.27,3,4
2014/10/22,-0.92,3.42,0.6,-0.73,1.37,-0.83,1.13,2.64,-0.56,-1.37,1.09,1.22,-13.45,0,0
2014/10/23,1.32,2.28,1.2,1.23,-0.3,1.6,-0.27,-0.37,-1.04,1.46,-0.2,-0.26,9.21,0,0
2014/10/24,0.76,1.96,-0.66,0.71,-0.13,0.69,-0.31,1.01,-0.01,1.06,-0.97,-0.92,25.5,3,3
2014/10/27,0.07,-0.55,-0.95,-0.15,-0.68,0.05,0.33,0.63,-0.51,0.36,-0.21,0.01,64.74,3,3
2014/10/28,1.12,1.14,1.86,1.19,1.63,1.75,-0.33,-0.38,2.07,1.5,1.69,1.74,48.3,3,3
2014/10/29,-0.18,0.29,0.16,-0.14,1.27,-0.33,1.84,1.46,1.5,0.12,1.48,0.99,-13.49,0,0
2014/10/30,1.3,0.85,0.35,0.62,-0.49,0.37,-0.11,0.67,0.76,-1.16,-0.18,0.02,-13.49,0,0
2014/10/31,1.13,4.38,2.33,1.17,1.25,1.41,0.28,4.83,1.22,3.87,0.98,1.11,34.62,3,3
2014/11/4,0.1,-1.32,-0.92,-0.28,-0.29,-0.33,-0.91,2.73,-0.01,-0.28,-0.17,0.12,8.58,0,0
2014/11/5,0.58,2.18,1.63,0.57,-0.63,-0.06,-0.19,0.44,-0.43,0.94,-0.3,-0.08,6.19,0,0
2014/11/6,0.4,1.95,0.66,0.38,-0.2,0.38,0.26,-0.86,0.22,-0.88,-0.8,-0.92,-9.83,0,0
2014/11/7,0.11,0.23,-0.91,0.03,-0.42,-0.13,0.18,0.52,-0.27,-0.9,0.24,0.4,24.97,3,3
2014/11/10,0.23,1.47,0.65,0.31,0.83,0.41,0.95,-0.59,2.23,0.75,1.54,1.53,17.56,0,0
2014/11/11,0.01,1.64,0.18,0.07,0.27,0.19,0.24,2.05,-0.1,-0.28,-0.18,-0.11,-4.01,0,0
2014/11/12,-0.02,-1.03,-1.69,-0.07,0.55,0.31,0.22,0.43,0.96,-0.1,-1.28,-1.72,29.02,3,3
2014/11/13,0.23,0.3,0.41,0.05,0.34,0.11,-0.34,1.14,-0.3,0.01,0.69,0.61,11.73,0,0
2014/11/14,-0.1,1.18,0.05,0.02,0.28,0.18,-0.78,0.56,-0.3,0.9,0.02,0.02,20.49,3,3
2014/11/17,0.07,1.46,0.58,0.07,-1.21,-0.37,-0.08,-2.96,-0.16,-0.47,-1.1,-0.69,31.69,3,3
2014/11/18,0.23,2.27,1.61,0.51,-1.13,0.67,1.2,2.18,-0.71,1.9,-0.28,-0.3,37.09,3,3
2014/11/19,-0.01,1.01,0.17,-0.15,-0.66,-0.57,-0.01,-0.32,-0.26,-0.7,1.18,0.9,21.69,3,3
2014/11/20,0.19,-0.39,0.12,0.2,-0.1,0.56,-0.45,0.07,0.06,0.94,1.29,1.12,25.47,3,3
2014/11/21,0.51,3.44,2.62,0.52,0.37,0.24,0.35,0.33,1.41,1.02,0.14,0.13,52.89,3,3
2014/11/25,-0.02,0.77,0.77,-0.12,-0.21,0.07,0.08,0.29,1.33,-0.02,-0.07,-0.25,8.84,0,0
2014/11/26,0.07,0.28,0.55,0.28,1.12,0.61,0.03,-0.14,1.45,2.11,0.07,0.16,31.1,3,3
2014/11/28,0.0,0.36,0.06,-0.25,-0.07,0.09,-0.07,1.23,2.01,0.33,0.24,0.07,-148.74,2,2
2014/12/1,-0.29,0.54,-0.17,-0.68,-2.58,-1.34,-0.79,0.75,-0.08,-1.32,-0.76,-0.65,-19.35,0,1
2014/12/2,0.58,1.22,-0.3,0.64,1.23,0.6,0.03,0.42,3.08,0.69,-0.91,-0.97,38.68,3,3
2014/12/3,0.18,0.43,0.38,0.38,-0.95,0.39,0.21,0.32,0.59,2.04,1.55,2.0,37.59,3,3
2014/12/4,-0.07,-1.25,-1.21,-0.12,1.72,-0.11,0.85,0.94,4.34,0.13,0.54,0.12,-4.86,0,0
2014/12/5,0.33,2.52,2.39,0.17,0.71,0.24,0.0,0.19,1.32,1.0,-0.2,-0.04,24.67,3,3
2014/12/8,-0.59,0.37,-0.72,-0.73,0.19,-0.84,-0.39,0.08,2.82,-1.44,-0.21,-0.31,-23.86,1,1
2014/12/9,-0.29,-2.55,-2.21,-0.02,-2.34,0.54,-0.4,-0.68,-5.35,-0.02,-0.64,-0.59,-13.57,0,0
2014/12/10,-1.51,-0.75,0.06,-1.64,0.16,-1.73,-1.29,-2.25,2.83,-1.86,-1.06,-0.93,-28.32,1,1
2014/12/11,0.36,0.23,0.64,0.45,-0.9,0.52,-1.49,-0.89,-0.51,0.47,-0.21,-0.4,28.47,3,3
2014/12/12,-1.79,-2.07,-2.72,-1.62,-0.27,-1.16,0.27,0.66,0.42,-1.73,0.16,-0.03,-39.38,1,1
2014/12/15,-0.58,-2.39,-2.72,-0.63,-0.95,-1.04,-0.07,-1.57,0.52,-0.84,-0.46,0.34,-17.81,0,1
2014/12/16,-0.65,2.31,2.46,-0.85,-1.55,-1.24,-0.85,-2.01,2.31,-0.66,-0.39,-0.58,10.73,0,0
2014/12/17,1.69,4.53,-0.2,2.04,-0.37,2.12,-0.21,0.38,1.31,2.16,-1.37,-1.5,84.42,3,4
2014/12/18,2.43,5.21,2.79,2.4,1.09,2.24,-0.14,2.32,-0.11,1.86,0.57,-0.03,103.22,4,4
2014/12/19,0.15,1.92,-0.25,0.46,1.25,0.36,1.71,2.39,1.67,-0.3,1.36,1.82,32.9,3,3
2014/12/22,0.87,1.23,0.81,0.38,1.26,0.34,0.68,0.08,0.61,1.54,1.06,0.88,28.78,3,3
2014/12/29,-0.09,0.53,0.05,0.09,1.82,0.0,-1.04,-0.5,0.33,-0.28,0.78,0.64,12.82,0,0
2014/12/30,-0.31,-0.1,-1.22,-0.49,-1.14,-0.61,-0.64,-1.57,-0.07,-0.59,-0.19,-0.25,-7.97,0,0
2015/1/5,-1.86,-2.66,-2.99,-1.83,0.0,-1.57,-0.55,-0.24,3.58,-1.91,-0.36,-0.31,-64.18,1,1
2015/1/6,-0.74,-0.53,-0.04,-0.89,-0.99,-1.29,-1.74,-3.02,0.03,-2.19,-2.43,-2.08,3.6,0,0
2015/1/7,1.23,0.9,0.51,1.16,0.83,1.26,0.07,0.01,0.67,0.98,0.35,-0.14,73.94,3,4
2015/1/8,1.84,4.36,3.36,1.79,0.65,1.84,1.11,1.67,-2.39,2.91,1.74,2.36,9.37,0,0
2015/1/9,-0.95,0.36,-1.92,-0.84,0.35,-0.68,1.05,0.18,-0.24,0.13,-0.24,-0.28,-17.56,0,1
2015/1/13,-0.15,2.96,1.63,-0.26,0.79,-0.07,-0.2,-0.64,0.19,-0.93,0.58,0.7,4.1,0,0
2015/1/14,-1.06,0.59,-1.25,-0.58,-0.43,-0.48,-0.18,-1.71,-0.4,-0.59,-0.56,-0.85,17.09,0,0
2015/1/15,-0.61,2.74,2.2,-0.92,0.99,-1.48,0.03,1.86,3.54,-0.78,-0.16,0.27,80.68,3,4
2015/1/16,1.1,6.02,1.35,1.34,-1.02,1.39,-1.36,-1.43,1.2,1.12,-0.29,-0.86,45.47,3,3
2015/1/20,0.02,1.79,0.14,0.15,0.9,0.44,0.82,2.07,1.82,1.01,0.85,0.95,32.1,3,3
2015/1/21,0.22,1.77,0.41,0.47,1.68,0.27,0.15,-0.49,4.74,1.13,0.74,0.44,17.1,0,0
2015/1/22,1.48,3.26,1.32,1.53,0.7,1.78,-0.02,0.28,0.59,0.64,0.53,0.84,52.49,3,3
2015/1/23,-0.79,3.92,2.05,-0.55,1.34,0.16,0.79,1.05,0.25,-0.28,1.08,0.78,3.62,0,0
2015/1/26,0.03,1.93,1.4,0.26,0.24,0.29,-0.02,-0.25,0.94,0.27,0.07,0.05,27.89,3,3
2015/1/27,-1.65,0.16,-1.57,-1.34,-0.41,-1.89,0.86,1.72,-0.89,-1.85,0.46,0.61,-18.39,0,1
2015/1/28,-1.13,0.4,0.78,-1.35,0.22,-0.93,0.47,0.15,-1.41,-0.56,-0.11,0.03,-31.56,1,1
2015/1/29,1.31,1.06,0.25,0.95,-1.07,0.98,-0.54,-1.06,-1.31,0.08,-0.88,-1.04,25.95,3,3
2015/1/30,-1.45,0.72,-0.41,-1.3,-0.36,-1.03,-0.09,0.39,-1.59,-2.02,-0.69,-0.3,6.92,0,0
2015/2/2,1.14,0.96,1.25,1.3,-0.09,0.89,0.18,-0.66,-2.56,0.0,0.27,0.22,7.48,0,0
2015/2/3,1.76,2.02,0.58,1.44,0.29,1.09,-0.04,-1.27,2.45,2.11,0.66,0.47,28.79,3,3
2015/2/4,0.04,1.09,0.19,-0.42,0.51,-0.23,0.55,1.98,-0.96,0.33,0.69,0.6,-2.86,0,0
2015/2/5,1.2,1.1,-0.05,1.03,0.35,1.03,-0.51,-0.98,-1.18,0.98,-0.02,-0.08,9.83,0,0
2015/2/6,-0.34,0.92,-0.54,-0.34,-0.35,-0.43,0.14,0.82,-1.93,-0.57,-0.59,-0.46,8.94,0,0
2015/2/9,-0.53,-0.52,-1.69,-0.42,-0.64,-0.39,-0.44,0.36,0.62,-1.09,-0.37,-0.21,-15.91,0,0
2015/2/10,0.79,1.82,0.85,1.07,0.03,1.3,-0.57,-0.33,1.5,3.38,-0.3,-0.2,36.47,3,3
2015/2/12,0.62,1.43,1.56,0.96,0.44,1.18,-0.21,1.85,0.5,1.59,0.36,0.04,3.73,0,0
2015/2/25,0.08,0.78,0.04,-0.08,0.11,-0.02,0.73,-0.1,-0.56,-0.58,0.73,0.37,-12.06,0,0
2015/3/2,0.86,0.29,0.08,0.61,0.26,0.9,0.55,0.15,0.78,2.78,-0.22,-0.18,26.7,3,3
2015/3/3,-0.47,-0.63,-1.14,-0.45,-0.74,-0.56,0.23,-0.06,-2.2,-1.94,0.05,-0.18,-9.53,0,0
2015/3/4,-0.58,1.1,0.98,-0.44,-0.96,-0.26,-0.15,-0.59,0.51,-0.1,0.17,0.08,5.31,0,0
2015/3/5,0.21,2.18,1.0,0.12,-1.11,0.32,0.0,0.26,-0.95,0.1,-0.28,-0.32,-7.5,0,0
2015/3/6,-1.54,0.77,0.41,-1.42,-0.12,-1.11,0.73,1.17,-0.22,-1.09,0.53,0.54,-28.73,1,1
2015/3/9,0.78,-0.26,0.27,0.39,-0.17,0.31,-1.0,-0.95,1.89,0.37,-0.86,-0.63,3.27,0,0
2015/3/10,-1.85,-0.72,-0.71,-1.7,-0.94,-1.67,-0.4,-0.67,-0.49,-1.92,-0.28,-0.48,-33.25,1,1
2015/3/11,-0.16,2.63,2.66,-0.19,-0.75,-0.2,-0.2,0.31,0.15,0.27,-0.14,-0.1,14.05,0,0
2015/3/12,1.47,1.74,-0.06,1.26,0.34,0.89,-0.52,1.43,1.78,-0.06,0.76,0.92,12.44,0,0
2015/3/13,-0.82,0.59,0.87,-0.61,0.11,-0.44,0.77,1.39,0.7,0.71,-0.17,-0.09,4.1,0,0
2015/3/16,1.29,1.83,2.24,1.35,0.53,1.19,0.08,-0.04,2.26,1.52,-0.69,-0.54,42.19,3,3
2015/3/17,-0.71,0.2,-1.54,-0.33,-0.2,0.16,2.14,0.99,1.55,-0.74,0.28,0.12,24.3,3,3
2015/3/18,1.27,0.53,-0.48,1.22,0.91,0.92,-0.07,0.55,2.13,0.74,1.19,0.81,14.58,0,0
2015/3/19,-0.65,0.71,-0.2,-0.49,1.45,0.19,0.47,-0.35,0.14,0.24,0.86,0.95,-30.38,1,1
2015/3/20,0.94,1.6,1.18,0.9,-0.38,0.68,-0.03,0.43,0.98,1.49,0.13,-0.08,10.19,0,0
2015/3/23,-0.06,0.36,-1.19,-0.17,0.49,-0.31,-0.03,0.99,1.95,-0.95,0.09,-0.08,1.87,0,0
2015/3/24,-0.58,1.03,0.92,-0.61,-0.39,-0.32,0.23,-0.21,0.1,-0.85,-0.27,-0.29,7.59,0,0
2015/3/25,-1.62,-0.23,-1.17,-1.46,0.53,-2.37,0.07,0.17,-0.83,-4.6,-0.66,-0.32,-88.2,1,2
2015/3/26,-0.23,-0.13,-0.18,-0.24,-0.13,-0.27,-0.99,-1.39,0.58,-1.39,-0.5,-0.82,-26.05,1,1
2015/3/27,0.19,2.03,0.21,0.24,-0.04,0.57,-0.14,-0.95,0.24,2.83,-1.2,-0.73,29.66,3,3
2015/3/30,1.49,1.59,1.83,1.22,1.51,1.15,0.51,0.65,2.59,1.36,0.19,0.1,46.51,3,3
2015/3/31,-1.11,-0.23,-0.99,-0.88,0.18,-0.94,0.54,-1.05,-1.02,-1.17,0.68,0.3,-11.33,0,0
2015/4/1,-0.44,0.67,0.29,-0.4,0.73,-0.42,-0.62,-0.9,1.66,-0.62,-0.82,-0.78,28.32,3,3
2015/4/8,0.15,0.79,-0.72,0.27,3.8,0.83,0.6,0.76,0.84,0.65,-0.73,-0.61,25.24,3,3
2015/4/9,0.31,1.57,1.08,0.45,2.7,0.48,-0.02,0.75,-0.93,1.25,-0.04,0.02,58.84,3,3
2015/4/10,0.55,1.65,1.71,0.52,1.22,0.43,1.4,-0.15,1.94,0.41,0.52,0.64,4.94,0,0
2015/4/13,-0.45,0.83,-0.29,-0.46,2.73,-0.15,0.53,-0.01,2.17,-0.64,0.51,0.27,-20.24,1,1
2015/4/14,0.33,-0.08,-0.9,0.16,-1.62,-0.22,0.61,0.02,0.34,-0.95,-0.25,-0.12,-12.52,0,0
2015/4/15,0.42,1.18,0.03,0.51,0.21,0.68,0.39,-0.2,-1.24,1.64,-1.06,-1.3,38.65,3,3
2015/4/16,-0.04,0.14,-1.9,-0.08,0.44,-0.06,0.94,0.08,2.71,-0.46,1.22,1.15,-48.27,1,1
2015/4/17,-1.54,-1.37,-2.58,-1.13,-0.31,-1.52,0.17,-1.17,2.2,-1.41,-0.89,-0.62,-29.1,1,1
2015/4/20,1.17,1.07,1.74,0.92,-2.02,1.27,0.15,-0.09,-1.64,0.89,-0.19,-0.22,1.95,0,0
2015/4/21,-0.47,0.8,0.4,-0.15,2.79,0.39,-0.09,1.4,1.82,0.69,-0.2,-0.07,15.63,0,0
2015/4/22,0.49,0.74,-0.6,0.51,0.3,0.42,-0.04,1.13,2.44,1.37,0.83,0.61,42.3,3,3
2015/4/23,0.11,0.63,-1.21,0.24,-0.38,0.41,1.38,0.27,0.36,-1.58,1.92,2.33,42.22,3,3
2015/4/24,0.12,1.06,0.74,0.23,0.84,0.71,-0.63,-0.83,-0.47,-1.66,1.18,0.83,27.9,3,3
2015/4/27,-0.23,1.96,1.93,-0.41,1.33,-0.63,-0.1,-0.18,3.04,0.34,0.6,1.0,24.96,3,3
2015/4/28,0.4,0.71,-1.89,0.28,0.03,-0.1,-0.46,0.38,-1.13,0.02,-0.16,-0.28,-22.01,1,1
2015/4/30,-1.08,0.23,0.19,-1.01,-0.94,-1.64,-0.72,-2.69,-0.78,-0.85,-0.34,-0.33,33.46,3,3
2015/5/7,0.46,0.62,0.51,0.38,-1.27,0.53,-0.65,-1.23,-2.77,1.13,-1.16,-0.94,20.18,3,3
2015/5/8,1.49,4.34,2.65,1.35,1.05,1.17,-0.26,0.45,2.28,1.0,-0.12,-0.32,71.94,3,4
2015/5/11,-0.47,0.91,-0.31,-0.51,0.51,-0.2,0.57,1.25,3.04,0.03,-0.29,0.05,-26.01,1,1
2015/5/12,-0.2,-0.68,-1.72,-0.29,-1.12,-0.35,-0.03,0.02,1.56,-0.87,0.18,-0.16,16.44,0,0
2015/5/13,-0.04,0.8,-1.05,-0.03,-0.58,0.11,0.83,0.71,-0.58,0.57,0.45,0.34,6.22,0,0
2015/5/14,1.06,1.71,1.84,1.08,0.14,1.39,0.29,-0.98,0.06,1.17,-1.16,-1.39,27.23,3,3
2015/5/15,0.11,1.75,-0.98,0.08,1.96,-0.05,-0.65,0.83,-1.59,0.17,-0.33,-0.31,24.27,3,3
2015/5/18,0.14,0.93,1.29,0.3,-0.83,0.6,0.34,0.8,-0.58,0.99,0.28,0.23,17.85,0,0
2015/5/19,0.07,3.7,2.23,-0.06,0.37,-0.17,0.34,0.68,3.13,-0.44,1.15,1.08,9.25,0,0
2015/5/20,-0.15,1.81,-0.04,-0.09,-0.39,0.03,0.88,0.85,0.65,0.15,-0.32,-0.36,-37.78,1,1
2015/5/21,0.0,1.12,0.14,0.23,-0.22,0.38,-0.78,0.03,1.87,0.55,-1.1,-1.4,27.95,3,3
2015/5/22,-0.29,0.75,-0.42,-0.22,1.7,-0.03,1.1,0.3,2.83,0.24,0.63,0.88,43.14,3,3
2015/5/26,-1.04,-0.3,-1.61,-1.03,0.92,-1.11,-0.12,0.12,2.02,-0.76,0.25,0.29,15.48,0,0
2015/5/27,0.67,2.36,1.26,0.92,-0.6,1.47,-1.68,0.17,0.63,3.86,0.25,0.02,48.03,3,3
2015/5/28,-0.2,0.99,-0.79,-0.13,-2.23,-0.17,0.16,0.39,-6.5,0.12,0.2,0.71,14.75,0,0
2015/5/29,-0.64,-1.73,-2.26,-0.63,-0.11,-0.55,0.19,0.06,-0.18,0.29,-0.12,-0.27,-12.94,0,0
2015/6/1,0.16,0.38,0.19,0.21,0.63,0.25,-0.59,0.03,4.71,0.09,-0.78,-0.75,-5.81,0,0
2015/6/2,-0.16,0.29,-0.94,-0.1,-0.47,-0.13,-1.13,-0.13,1.69,-1.18,-0.12,-0.24,3.49,0,0
2015/6/3,0.36,1.47,0.8,0.21,0.69,0.45,-0.74,-0.34,-0.01,-0.62,-0.6,-0.61,-19.43,0,1
2015/6/4,-0.94,-0.08,-0.69,-0.86,-0.38,-0.79,0.47,0.07,0.76,-0.94,-2.18,-2.49,-20.61,1,1
2015/6/5,-0.31,0.09,-1.26,-0.14,-1.06,0.18,-0.23,-0.13,1.54,0.07,-0.09,-0.04,-15.91,0,0
2015/6/8,-0.46,-0.74,-1.18,-0.65,0.21,-0.92,-0.14,-0.02,2.17,-1.92,0.3,0.42,-22.32,1,1
2015/6/9,-0.01,-0.15,-0.58,0.04,-1.2,-0.15,-0.06,-1.76,-0.36,-0.11,-1.88,-1.19,54.79,3,3
2015/6/10,1.33,3.11,2.4,1.2,-1.12,1.25,-0.62,-0.25,-0.15,1.31,1.16,0.53,32.49,3,3
2015/6/11,0.22,3.24,0.6,0.17,0.83,0.11,0.26,1.68,0.3,-0.06,0.04,0.04,2.26,0,0
2015/6/12,-0.78,-0.34,-1.2,-0.7,1.39,-0.62,-0.22,0.12,0.87,-0.89,-0.01,-0.19,2.73,0,0
2015/6/15,-0.6,-0.75,-1.89,-0.46,-1.53,-0.42,-0.48,-0.09,-2.0,-0.21,-0.46,-0.26,13.22,0,0
2015/6/16,0.64,0.72,0.54,0.57,-1.1,0.51,-0.67,-0.64,-3.47,0.34,-0.5,-0.32,20.03,3,3
2015/6/17,0.17,0.86,-0.6,0.2,0.7,0.18,0.3,-0.19,1.65,0.02,-0.25,-0.35,-0.39,0,0
2015/6/23,0.13,2.92,0.72,0.06,0.93,0.12,1.27,1.87,2.19,-0.6,0.53,0.58,-0.87,0,0
2015/6/24,-0.98,0.42,-0.62,-0.74,0.26,-0.73,0.21,0.28,2.48,-1.02,0.07,0.18,18.47,0,0
